,Address,Sqft,Beds,Bath,Type,Built,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,community_count,unit_count,Price
663,"3812-3827 14th Ave W, Seattle, WA 98119",606.0,1,1.0,Apartment,1991.0,5,8.4,2650.0,684990.0,14,1,1697.0
664,"3812-3827 14th Ave W, Seattle, WA 98119",629.0,1,1.0,Apartment,1991.0,5,8.4,2650.0,684990.0,14,1,1712.0
665,"3812-3827 14th Ave W, Seattle, WA 98119",976.0,2,2.0,Apartment,1991.0,5,8.4,2650.0,684990.0,14,1,2086.0
666,"3817 NE 91st St, Seattle, WA 98115",2020.0,4,2.0,Other,2014.0,6,8.0,2650.0,684990.0,0,0,3150.0
667,"3826 NE 120th St, Seattle, WA 98125",1580.0,3,2.0,Other,2014.0,6,5.83,2650.0,684990.0,0,0,2850.0
668,"3850 50th Ave NE, Seattle, WA 98105",2110.0,3,2.0,Other,2014.0,5,7.0,2650.0,684990.0,0,0,4750.0
669,"3902 SW Findlay St, Seattle, WA 98136",1351.0,3,2.0,Single Family Home,2014.0,5,5.8,2650.0,684990.0,0,0,2595.0
670,"3938 S Juneau St, Seattle, WA 98118",1810.0,5,2.0,Single Family Home,2014.0,5,4.6,2650.0,684990.0,2,0,2575.0
671,"400 S Jackson St, Seattle, WA 98104",535.0,1,1.0,Apartment,2016.0,5,3.6,2650.0,684990.0,45,1,1899.0
672,"400 Wall St, Seattle, WA 98121",612.0,1,1.0,Apartment,2000.0,4,6.25,2650.0,684990.0,54,0,2210.0
673,"400 Wall St, Seattle, WA 98121",738.0,1,1.0,Apartment,2000.0,4,6.25,2650.0,684990.0,54,0,2300.0
674,"400 Wall St, Seattle, WA 98121",779.0,1,1.0,Apartment,2000.0,4,6.25,2650.0,684990.0,54,0,2545.0
675,"400 Wall St, Seattle, WA 98121",806.0,1,1.0,Apartment,2000.0,4,6.25,2650.0,684990.0,54,0,2300.0
676,"400 Wall St, Seattle, WA 98121",967.0,2,2.0,Apartment,2000.0,4,6.25,2650.0,684990.0,54,0,2295.0
677,"4025 Southcenter Blvd, Tukwila, WA 98188",770.0,1,1.0,Apartment,1989.0,5,3.0,2495.0,449000.0,24,0,1245.0
678,"4025 Southcenter Blvd, Tukwila, WA 98188",978.0,2,1.0,Apartment,1989.0,5,3.0,2495.0,449000.0,24,0,1395.0
679,"4025 Southcenter Blvd, Tukwila, WA 98188",1037.0,2,2.0,Apartment,1989.0,5,3.0,2495.0,449000.0,24,0,1495.0
680,"404 E. Howell St. 404 E Howell St, Seattle, WA 98122",272.0,0,1.0,Apartment,1920.0,3,3.33,2650.0,684990.0,0,0,1150.0
681,"404 E. Howell St. 404 E Howell St, Seattle, WA 98122",380.0,1,1.0,Apartment,1920.0,3,3.33,2650.0,684990.0,0,0,1350.0
682,"4040 26th Ave SW, Seattle, WA 98106",446.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2430.0
683,"4040 26th Ave SW, Seattle, WA 98106",592.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,1855.0
684,"4040 26th Ave SW, Seattle, WA 98106",645.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2079.0
685,"4040 26th Ave SW, Seattle, WA 98106",696.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,1825.0
686,"4040 26th Ave SW, Seattle, WA 98106",697.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,1820.0
687,"4040 26th Ave SW, Seattle, WA 98106",841.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2221.0
688,"4040 26th Ave SW, Seattle, WA 98106",860.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2590.0
689,"4040 26th Ave SW, Seattle, WA 98106",887.0,1,1.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2480.0
690,"4040 26th Ave SW, Seattle, WA 98106",992.0,2,2.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2595.0
691,"4040 26th Ave SW, Seattle, WA 98106",1005.0,2,2.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2555.0
692,"4040 26th Ave SW, Seattle, WA 98106",1155.0,2,2.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2550.0
693,"4040 26th Ave SW, Seattle, WA 98106",1176.0,2,2.0,Apartment,2013.0,5,5.8,2650.0,684990.0,47,0,2843.0
694,"406 NE 80th Street 406 NE 80th St, Seattle, WA 98115",725.0,2,1.0,Apartment,1929.0,4,7.5,2650.0,684990.0,0,0,1650.0
695,"411 W Republican St, Seattle, WA 98119",436.0,0,1.0,Apartment,1967.0,4,8.5,2650.0,684990.0,20,0,1390.0
696,"411 W Republican St, Seattle, WA 98119",612.0,1,1.0,Apartment,1967.0,4,8.5,2650.0,684990.0,20,0,2260.0
697,"412 NE 65th St. 412 NE 65th St, Seattle, WA 98115",1100.0,2,2.0,Apartment,1906.0,5,8.2,2650.0,684990.0,0,0,2295.0
698,"4122 36th Ave SW, Seattle, WA 98126",208.0,0,1.0,Apartment,2017.0,5,7.0,2650.0,684990.0,20,1,1275.0
699,"4122 36th Ave SW, Seattle, WA 98126",296.0,0,1.0,Apartment,2017.0,5,7.0,2650.0,684990.0,20,1,1285.0
700,"419 Queen Anne Ave N 419 Queen Anne Ave N, Seattle, WA 98109",592.0,0,1.0,Apartment,1912.0,4,8.5,2650.0,684990.0,1,0,1475.0
701,"4203 Brooklyn Ave NE 4203 Brooklyn Ave NE, Seattle, WA 98105",495.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,1045.0
702,"4203 Brooklyn Ave NE 4203 Brooklyn Ave NE, Seattle, WA 98105",500.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,1150.0
703,"4203 Brooklyn Ave NE 4203 Brooklyn Ave NE, Seattle, WA 98105",545.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,1075.0
704,"4213 University Way NE, Seattle, WA 98105",470.0,0,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,8.0,2650.0,684990.0,0,0,1050.0
705,"4214 11th Ave NE 4214 11th Ave NE, Seattle, WA 98105",464.0,0,1.0,Apartment,1962.0,5,8.0,2650.0,684990.0,0,0,1250.0
706,"4219 7th ave NE 4219 7th Ave NE, Seattle, WA 98105",935.0,3,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,2310.0
707,"4231 NE 113th St Unit W, Seattle, WA 98125",2500.0,3,3.0,Other,2014.0,5,5.6,2650.0,684990.0,0,0,2295.0
708,"4236 7th Avenue NE 4236 7th Ave NE, Seattle, WA 98105",675.0,2,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,1,0,1600.0
709,"4236 7th Avenue NE 4236 7th Ave NE, Seattle, WA 98105",1100.0,3,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,1,0,2500.0
710,"4238 Evanston Ave N, Seattle, WA 98103",750.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,7.8,2650.0,684990.0,0,2,1695.0
711,"4250 Fremont Ave N 4250 Fremont Ave N, Seattle, WA 98103",1400.0,3,1.0,Apartment,2014.0,5,7.8,2650.0,684990.0,1,0,2995.0
712,"4250 Fremont Ave N 4250 Fremont Ave N, Seattle, WA 98103",1443.0,3,1.0,Apartment,2014.0,5,7.8,2650.0,684990.0,1,0,2995.0
713,"4308 Winslow Pl N Unit B, Seattle, WA 98103",1300.0,3,2.0,Condo/Townhome/Row Home/Co-Op,2014.0,6,8.33,2650.0,684990.0,3,1,3300.0
714,"431 NW 100th Pl, Seattle, WA 98177",645.0,1,1.0,Apartment,1999.0,4,5.25,2650.0,684990.0,32,1,1425.0
715,"431 NW 100th Pl, Seattle, WA 98177",800.0,1,1.0,Apartment,1999.0,4,5.25,2650.0,684990.0,32,1,1650.0
716,"431 NW 100th Pl, Seattle, WA 98177",885.0,2,1.0,Apartment,1999.0,4,5.25,2650.0,684990.0,32,1,1750.0
717,"431 NW 100th Pl, Seattle, WA 98177",982.0,2,2.0,Apartment,1999.0,4,5.25,2650.0,684990.0,32,1,1800.0
718,"4314 Winslow Pl N 4314 Winslow Pl N, Seattle, WA 98103",572.0,2,1.0,Apartment,2014.0,6,8.33,2650.0,684990.0,1,0,1795.0
719,"4315 SW Oregon St 4315 SW Oregon St, Seattle, WA 98116",765.0,1,1.0,Apartment,2014.0,5,7.0,2650.0,684990.0,1,0,1575.0
720,"4329 15th Avenue South 4329 15th Ave S, Seattle, WA 98108",658.0,1,1.0,Apartment,1959.0,5,5.8,2650.0,684990.0,1,0,1600.0
721,"4437 Greenwood Ave N 4437 Greenwood Ave N, Seattle, WA 98103",1090.0,2,1.0,Apartment,1912.0,5,8.0,2650.0,684990.0,1,0,2695.0
722,"4437 Greenwood Ave N 4437 Greenwood Ave N, Seattle, WA 98103",1400.0,2,1.0,Apartment,1912.0,5,8.0,2650.0,684990.0,1,0,3195.0
723,"4511 SW Lander St Apt A, Seattle, WA 98116",1600.0,3,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,6.6,2650.0,684990.0,2,2,2695.0
724,"4516 Dayton Ave N, Seattle, WA 98103",820.0,2,1.0,Single Family Home,2014.0,6,8.33,2650.0,684990.0,0,2,2195.0
725,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",210.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,1,0,1150.0
726,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",246.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,1,0,1100.0
727,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",327.0,2,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,1,0,1250.0
728,"4516 Meridian Ave N 4516 Meridian Ave N, Seattle, WA 98103",356.0,2,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,1,0,1290.0
729,"4535 12th Ave NE, Seattle, WA 98105",872.0,2,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,36,0,1434.0
730,"4535 12th Ave NE, Seattle, WA 98105",925.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,36,0,2579.0
731,"4535 12th Ave NE, Seattle, WA 98105",961.0,2,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,36,0,1394.0
732,"4535 12th Ave NE, Seattle, WA 98105",1075.0,2,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,36,0,1524.0
733,"4535 44th Ave SW, Seattle, WA 98116",302.0,0,1.0,Apartment,2015.0,5,7.0,2650.0,684990.0,24,1,1390.0
734,"4535 44th Ave SW, Seattle, WA 98116",430.0,0,1.0,Apartment,2015.0,5,7.0,2650.0,684990.0,24,1,1780.0
735,"4535 44th Ave SW, Seattle, WA 98116",484.0,1,1.0,Apartment,2015.0,5,7.0,2650.0,684990.0,24,1,1550.0
736,"4540 42nd Ave SW, Seattle, WA 98116",464.0,0,1.0,Apartment,2009.0,5,7.0,2650.0,684990.0,29,0,1400.0
737,"4540 42nd Ave SW, Seattle, WA 98116",590.0,1,1.0,Apartment,2009.0,5,7.0,2650.0,684990.0,29,0,1700.0
738,"4540 42nd Ave SW, Seattle, WA 98116",734.0,1,1.0,Apartment,2009.0,5,7.0,2650.0,684990.0,29,0,1700.0
739,"4540 42nd Ave SW, Seattle, WA 98116",763.0,1,1.0,Apartment,2009.0,5,7.0,2650.0,684990.0,29,0,1900.0
740,"4540 42nd Ave SW, Seattle, WA 98116",850.0,2,1.0,Apartment,2009.0,5,7.0,2650.0,684990.0,29,0,2400.0
741,"4540 42nd Ave SW, Seattle, WA 98116",922.0,2,2.0,Apartment,2009.0,5,7.0,2650.0,684990.0,29,0,2500.0
742,"4545 8th Ave NE, Seattle, WA 98105",390.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,1509.0
743,"4545 8th Ave NE, Seattle, WA 98105",392.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,1547.0
744,"4545 8th Ave NE, Seattle, WA 98105",429.0,0,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,1468.0
745,"4545 8th Ave NE, Seattle, WA 98105",453.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,1739.0
746,"4545 8th Ave NE, Seattle, WA 98105",484.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,1659.0
747,"4545 8th Ave NE, Seattle, WA 98105",489.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,1542.0
748,"4545 8th Ave NE, Seattle, WA 98105",748.0,2,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,2309.0
749,"4545 8th Ave NE, Seattle, WA 98105",771.0,2,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,2319.0
750,"4545 8th Ave NE, Seattle, WA 98105",780.0,2,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,17,0,2274.0
751,"4547 8th Ave NE Apt 409, Seattle, WA 98105",418.0,0,1.0,Single Family Home,2014.0,5,8.0,2650.0,684990.0,0,2,1495.0
752,"4600 36th Ave SW, Seattle, WA 98126",530.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1388.0
753,"4600 36th Ave SW, Seattle, WA 98126",568.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1619.0
754,"4600 36th Ave SW, Seattle, WA 98126",583.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1633.0
755,"4600 36th Ave SW, Seattle, WA 98126",605.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1653.0
756,"4600 36th Ave SW, Seattle, WA 98126",610.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1388.0
757,"4600 36th Ave SW, Seattle, WA 98126",613.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1708.0
758,"4600 36th Ave SW, Seattle, WA 98126",638.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1643.0
759,"4600 36th Ave SW, Seattle, WA 98126",656.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1744.0
760,"4600 36th Ave SW, Seattle, WA 98126",670.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1773.0
761,"4600 36th Ave SW, Seattle, WA 98126",690.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1703.0
762,"4600 36th Ave SW, Seattle, WA 98126",717.0,1,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,1793.0
763,"4600 36th Ave SW, Seattle, WA 98126",800.0,2,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,2003.0
764,"4600 36th Ave SW, Seattle, WA 98126",891.0,2,1.0,Apartment,2012.0,5,6.4,2650.0,684990.0,21,1,2235.0
765,"4710 University Way NE, Seattle, WA 98105",410.0,0,1.0,Apartment,1923.0,5,8.0,2650.0,684990.0,35,0,1389.0
766,"4711 26th Ave SW, Seattle, WA 98106",2460.0,4,3.0,Single Family Home,2014.0,5,5.8,2650.0,684990.0,2,0,3125.0
767,"4730 20th Ave NE, Seattle, WA 98105",160.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,850.0
768,"4730 20th Ave NE, Seattle, WA 98105",161.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,900.0
769,"4730 20th Ave NE, Seattle, WA 98105",174.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,800.0
770,"4730 20th Ave NE, Seattle, WA 98105",176.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,975.0
771,"4730 20th Ave NE, Seattle, WA 98105",182.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,950.0
772,"4730 20th Ave NE, Seattle, WA 98105",198.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,1025.0
773,"4730 20th Ave NE, Seattle, WA 98105",208.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,15,0,975.0
774,"4730 21st Ave NE, Seattle, WA 98105",221.0,0,1.0,Apartment,1999.0,5,8.2,2650.0,684990.0,25,0,993.0
775,"4730 21st Ave NE, Seattle, WA 98105",409.0,0,1.0,Apartment,1999.0,5,8.2,2650.0,684990.0,25,0,1351.0
776,"4730 21st Ave NE, Seattle, WA 98105",581.0,1,1.0,Apartment,1999.0,5,8.2,2650.0,684990.0,25,0,1540.0
777,"4730 21st Ave NE, Seattle, WA 98105",705.0,2,1.0,Apartment,1999.0,5,8.2,2650.0,684990.0,25,0,1998.0
778,"4730 21st Ave NE, Seattle, WA 98105",734.0,1,1.0,Apartment,1999.0,5,8.2,2650.0,684990.0,25,0,2015.0
779,"4730 21st Ave NE, Seattle, WA 98105",912.0,2,1.0,Apartment,1999.0,5,8.2,2650.0,684990.0,25,0,2314.0
780,"4730 University Way NE, Seattle, WA 98105",392.0,0,1.0,Apartment,2008.0,5,8.2,2650.0,684990.0,28,0,1439.0
781,"4741 Brooklyn Avenue NE 4741 Brooklyn Ave NE, Seattle, WA 98105",600.0,1,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,1,0,1075.0
782,"4745 16th ave NE 4745 16th Ave NE, Seattle, WA 98105",1200.0,3,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,2495.0
783,"4751 12th Ave NE, Seattle, WA 98105",539.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1605.0
784,"4751 12th Ave NE, Seattle, WA 98105",541.0,0,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1658.0
785,"4751 12th Ave NE, Seattle, WA 98105",650.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1818.0
786,"4751 12th Ave NE, Seattle, WA 98105",680.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1808.0
787,"4751 12th Ave NE, Seattle, WA 98105",694.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1923.0
788,"4751 12th Ave NE, Seattle, WA 98105",724.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1883.0
789,"4751 12th Ave NE, Seattle, WA 98105",731.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1983.0
790,"4751 12th Ave NE, Seattle, WA 98105",755.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1858.0
791,"4751 12th Ave NE, Seattle, WA 98105",764.0,1,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,1903.0
792,"4751 12th Ave NE, Seattle, WA 98105",857.0,2,1.0,Apartment,2006.0,5,8.2,2650.0,684990.0,58,1,2643.0
793,"4755 Fauntleroy Way SW, Seattle, WA 98116",598.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1985.0
794,"4755 Fauntleroy Way SW, Seattle, WA 98116",608.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1837.0
795,"4755 Fauntleroy Way SW, Seattle, WA 98116",652.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1845.0
796,"4755 Fauntleroy Way SW, Seattle, WA 98116",674.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1987.0
797,"4755 Fauntleroy Way SW, Seattle, WA 98116",676.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1837.0
798,"4755 Fauntleroy Way SW, Seattle, WA 98116",703.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1998.0
799,"4755 Fauntleroy Way SW, Seattle, WA 98116",712.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,1947.0
800,"4755 Fauntleroy Way SW, Seattle, WA 98116",729.0,1,1.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,2074.0
801,"4755 Fauntleroy Way SW, Seattle, WA 98116",1085.0,2,2.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,2796.0
802,"4755 Fauntleroy Way SW, Seattle, WA 98116",1147.0,2,2.0,Apartment,2016.0,5,7.0,2650.0,684990.0,28,0,3197.0
803,"4831 Fauntleroy Way SW Apt 402, Seattle, WA 98116",516.0,1,1.0,Single Family Home,2014.0,5,6.8,2650.0,684990.0,0,0,1500.0
804,"4857 - Fauntleroy SW 4857 Fauntleroy SW, Seattle, WA 98116",550.0,1,1.0,Apartment,2014.0,5,6.8,2650.0,684990.0,1,0,1399.0
805,"4905 Woodland Park Ave N, Seattle, WA 98103",300.0,0,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,6,8.33,2650.0,684990.0,0,1,1145.0
806,"4971 13th Ave S # B, Seattle, WA 98108",950.0,2,1.0,Single Family Home,2014.0,5,5.8,2650.0,684990.0,0,0,1595.0
807,"500 Wall St, Seattle, WA 98121",423.0,0,1.0,Apartment,1949.0,4,6.25,2650.0,684990.0,10,0,1652.0
808,"500 Wall St, Seattle, WA 98121",507.0,0,1.0,Apartment,1949.0,4,6.25,2650.0,684990.0,10,0,1910.0
809,"500 Wall St, Seattle, WA 98121",659.0,1,1.0,Apartment,1949.0,4,6.25,2650.0,684990.0,10,0,2099.0
810,"500 Wall St, Seattle, WA 98121",851.0,1,1.0,Apartment,1949.0,4,6.25,2650.0,684990.0,10,0,2452.0
811,"500 Wall St, Seattle, WA 98121",858.0,2,1.0,Apartment,1949.0,4,6.25,2650.0,684990.0,10,0,2869.0
812,"500 Wall St, Seattle, WA 98121",1325.0,2,2.0,Apartment,1949.0,4,6.25,2650.0,684990.0,10,0,3039.0
813,"5008 17th Ave NE # 5, Seattle, WA 98105",95.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,8.0,2650.0,684990.0,2,2,575.0
814,"502 NE 72nd St Unit C, Seattle, WA 98115",1000.0,2,1.0,Other,2014.0,4,8.25,2650.0,684990.0,0,0,2450.0
815,"5023 22nd Ave NE Unit A, Seattle, WA 98105",920.0,2,1.0,Other,2014.0,5,8.2,2650.0,684990.0,0,0,1999.0
816,"5023 22nd Avenue NE 5023 22nd Ave NE, Seattle, WA 98105",920.0,2,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,1,0,1999.0
817,"5026 7th Ave NE, Seattle, WA 98105",2540.0,6,3.0,Single Family Home,2014.0,5,8.0,2650.0,684990.0,0,2,3895.0
818,"503 E Thomas St 503 E Thomas St, Seattle, WA 98102",560.0,1,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,1550.0
819,"5033 44th Ave NE 5033 44th Ave NE, Seattle, WA 98105",1800.0,3,2.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,2395.0
820,"5042 15th Ave NE A-E 5042 15th A Ave NE # E, Seattle, WA 98105",560.0,1,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,1399.0
821,"5042 15th Ave NE A-E 5042 15th A Ave NE # E, Seattle, WA 98105",960.0,3,1.0,Apartment,2014.0,5,8.0,2650.0,684990.0,0,0,1895.0
822,"505 E Denny Way Apt 502, Seattle, WA 98122",775.0,2,1.0,Single Family Home,2014.0,3,3.33,2650.0,684990.0,0,0,2500.0
823,"506 EAST UNION ST 506 E Union St, Seattle, WA 98122",500.0,0,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,1195.0
824,"506 EAST UNION ST 506 E Union St, Seattle, WA 98122",686.0,2,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,1650.0
825,"506 NE 78th St, Seattle, WA 98115",1020.0,1,1.0,Other,2014.0,4,7.5,2650.0,684990.0,0,0,1900.0
826,"507 Harvard Avenue E. 507 Harvard Ave E, Seattle, WA 98102",500.0,0,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,1299.0
827,"507 Harvard Avenue E. 507 Harvard Ave E, Seattle, WA 98102",605.0,1,1.0,Apartment,2014.0,3,3.33,2650.0,684990.0,1,0,1550.0
828,"511 W Mercer Pl Apt 303, Seattle, WA 98119",920.0,2,2.0,Other,2014.0,4,8.5,2650.0,684990.0,0,0,2250.0
829,"512 5th Avenue West 512 5th Ave W, Seattle, WA 98119",600.0,1,1.0,Apartment,1957.0,4,8.5,2650.0,684990.0,1,0,1630.0
830,"515 Harvard Ave E, Seattle, WA 98102",678.0,1,1.0,Apartment,2015.0,3,3.33,2650.0,684990.0,19,0,1750.0
831,"5203 15th Ave. NE 5203 15th Ave NE, Seattle, WA 98105",800.0,0,1.0,Apartment,2014.0,5,8.2,2650.0,684990.0,1,0,1398.0
832,"5209 Russell Ave NW 5209 Russell Ave NW, Seattle, WA 98107",800.0,1,1.0,Apartment,2014.0,5,7.4,2650.0,684990.0,0,0,1500.0
833,"522W Mercer Pl Apt 303, Seattle, WA 98119",1159.0,2,2.0,Single Family Home,2014.0,4,8.5,2650.0,684990.0,0,0,3000.0
834,"523 Broadway E, Seattle, WA 98102",408.0,0,1.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,1697.0
835,"523 Broadway E, Seattle, WA 98102",496.0,0,1.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,1726.0
836,"523 Broadway E, Seattle, WA 98102",553.0,0,1.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,1988.0
837,"523 Broadway E, Seattle, WA 98102",764.0,1,1.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,2404.0
838,"523 Broadway E, Seattle, WA 98102",782.0,1,1.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,2524.0
839,"523 Broadway E, Seattle, WA 98102",887.0,1,1.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,2587.0
840,"523 Broadway E, Seattle, WA 98102",1089.0,2,2.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,3169.0
841,"523 Broadway E, Seattle, WA 98102",1298.0,2,2.0,Apartment,2010.0,3,3.33,2650.0,684990.0,15,0,3434.0
842,"5233 15th Avenue NE 5233 15th Ave NE, Seattle, WA 98105",615.0,1,1.0,Apartment,1965.0,5,8.2,2650.0,684990.0,1,0,1425.0
843,"5233 15th Avenue NE 5233 15th Ave NE, Seattle, WA 98105",765.0,2,1.0,Apartment,1965.0,5,8.2,2650.0,684990.0,1,0,1850.0
844,"524 6th Ave W Apt 106, Seattle, WA 98119",500.0,1,1.0,Single Family Home,2014.0,4,8.5,2650.0,684990.0,0,0,1650.0
845,"5254 Brooklyn Ave NE 5254 Brooklyn Ave NE, Seattle, WA 98105",900.0,2,2.0,Apartment,2014.0,5,8.2,2650.0,684990.0,0,0,1800.0
846,"526 Yale Ave N, Seattle, WA 98109",426.0,0,1.0,Apartment,1994.0,2,4.5,2650.0,684990.0,52,0,1875.0
847,"526 Yale Ave N, Seattle, WA 98109",586.0,0,1.0,Apartment,1994.0,2,4.5,2650.0,684990.0,52,0,1750.0
848,"526 Yale Ave N, Seattle, WA 98109",615.0,1,1.0,Apartment,1994.0,2,4.5,2650.0,684990.0,52,0,2250.0
849,"526 Yale Ave N, Seattle, WA 98109",670.0,1,1.0,Apartment,1994.0,2,4.5,2650.0,684990.0,52,0,1995.0
850,"526 Yale Ave N, Seattle, WA 98109",876.0,2,1.0,Apartment,1994.0,2,4.5,2650.0,684990.0,52,0,2595.0
851,"526 Yale Ave N, Seattle, WA 98109",972.0,2,2.0,Apartment,1994.0,2,4.5,2650.0,684990.0,52,0,2950.0
