,Address,Sqft,Beds,Bath,Type,Built,Number of Schools,Average School Rating,Median Rental Price,Median Listing Price,community_count,unit_count,Price
278,"200 Broadway Ave E, Seattle, WA 98102",2892.0,0,1.0,Other,2014.0,3,3.33,2650.0,684990.0,0,0,10845.0
279,"20015 Ballinger Way NE, Shoreline, WA 98155",960.0,2,2.0,Apartment,2017.0,4,6.25,2395.0,642500.0,21,0,1800.0
280,"20015 Ballinger Way NE, Shoreline, WA 98155",980.0,2,2.0,Apartment,2017.0,4,6.25,2395.0,642500.0,21,0,1800.0
281,"20015 Ballinger Way NE, Shoreline, WA 98155",1000.0,2,2.0,Apartment,2017.0,4,6.25,2395.0,642500.0,21,0,1850.0
282,"2003 Franklin Ave East 2003 Franklin Ave E, Seattle, WA 98102",1150.0,2,2.0,Apartment,1967.0,3,7.33,2650.0,684990.0,0,0,2195.0
283,"20055 10th Ave NW Unit 6, Shoreline, WA 98177",4800.0,6,4.0,Other,2014.0,4,6.25,2395.0,642500.0,0,0,5000.0
284,"2011 5th Ave, Seattle, WA 98121",340.0,0,1.0,Apartment,1914.0,4,4.75,2650.0,684990.0,14,0,1200.0
285,"2011 5th Ave, Seattle, WA 98121",550.0,0,1.0,Apartment,1914.0,4,4.75,2650.0,684990.0,14,0,1200.0
286,"2011 5th Ave, Seattle, WA 98121",600.0,1,1.0,Apartment,1914.0,4,4.75,2650.0,684990.0,14,0,1300.0
287,"2011 5th Ave, Seattle, WA 98121",650.0,1,1.0,Apartment,1914.0,4,4.75,2650.0,684990.0,14,0,1500.0
288,"2015 Terry Ave Apt 207, Seattle, WA 98121",648.0,1,1.0,Single Family Home,2014.0,3,3.33,2650.0,684990.0,0,2,2100.0
289,"2015 Terry Ave, Seattle, WA 98121",774.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,3,3.33,2650.0,684990.0,0,2,2400.0
290,"2016 E Spruce St, Seattle, WA 98122",950.0,2,2.0,Single Family Home,2014.0,6,4.17,2650.0,684990.0,0,0,1900.0
291,"2022 S Main St Unit B, Seattle, WA 98144",800.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,6,4.17,2650.0,684990.0,1,2,2225.0
292,"2023 E Roanoke St, Seattle, WA 98112",1640.0,3,2.0,Other,2014.0,3,7.33,2650.0,684990.0,0,0,3850.0
293,"2026 SW 152nd St # Abgh, Burien, WA 98166",2880.0,0,3.0,Other,2014.0,5,3.0,1795.0,472500.0,0,0,3850.0
294,"20301 19th Ave NE Apt 911, Shoreline, WA 98155",953.0,3,2.0,Apartment,2014.0,4,5.5,2395.0,642500.0,0,0,1895.0
295,"2034 14th Ave W Apt 104, Seattle, WA 98119",670.0,1,1.0,Other,2014.0,5,8.4,2650.0,684990.0,0,0,1595.0
296,"205 19th Ave. E. 205 19th Ave E, Seattle, WA 98112",453.0,0,1.0,Apartment,1910.0,5,3.8,2650.0,684990.0,1,0,1395.0
297,"205 19th Ave. E. 205 19th Ave E, Seattle, WA 98112",465.0,1,1.0,Apartment,1910.0,5,3.8,2650.0,684990.0,1,0,1595.0
298,"205 19th Ave. E. 205 19th Ave E, Seattle, WA 98112",571.0,1,1.0,Apartment,1910.0,5,3.8,2650.0,684990.0,1,0,1595.0
299,"206 5th Ave N, Seattle, WA 98109",447.0,0,1.0,Apartment,2014.0,4,6.25,2650.0,684990.0,41,0,1786.0
300,"206 5th Ave N, Seattle, WA 98109",669.0,1,1.0,Apartment,2014.0,4,6.25,2650.0,684990.0,41,0,2000.0
301,"206 5th Ave N, Seattle, WA 98109",706.0,1,1.0,Apartment,2014.0,4,6.25,2650.0,684990.0,41,0,1982.0
302,"206 5th Ave N, Seattle, WA 98109",801.0,1,1.0,Apartment,2014.0,4,6.25,2650.0,684990.0,41,0,2246.0
303,"206 5th Ave N, Seattle, WA 98109",809.0,1,1.0,Apartment,2014.0,4,6.25,2650.0,684990.0,41,0,2283.0
304,"206 Bell 206 Bell St, Seattle, WA 98121",418.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1795.0
305,"206 Bell 206 Bell St, Seattle, WA 98121",427.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1698.0
306,"206 Bell 206 Bell St, Seattle, WA 98121",428.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1809.0
307,"206 Bell 206 Bell St, Seattle, WA 98121",452.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1313.0
308,"206 Bell 206 Bell St, Seattle, WA 98121",453.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1699.0
309,"206 Bell 206 Bell St, Seattle, WA 98121",454.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1559.0
310,"206 Bell 206 Bell St, Seattle, WA 98121",462.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1551.0
311,"206 Bell 206 Bell St, Seattle, WA 98121",463.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1638.0
312,"206 Bell 206 Bell St, Seattle, WA 98121",488.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1928.0
313,"206 Bell 206 Bell St, Seattle, WA 98121",509.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2472.0
314,"206 Bell 206 Bell St, Seattle, WA 98121",510.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2015.0
315,"206 Bell 206 Bell St, Seattle, WA 98121",526.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2025.0
316,"206 Bell 206 Bell St, Seattle, WA 98121",527.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2555.0
317,"206 Bell 206 Bell St, Seattle, WA 98121",531.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2070.0
318,"206 Bell 206 Bell St, Seattle, WA 98121",535.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1797.0
319,"206 Bell 206 Bell St, Seattle, WA 98121",539.0,0,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1935.0
320,"206 Bell 206 Bell St, Seattle, WA 98121",553.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1668.0
321,"206 Bell 206 Bell St, Seattle, WA 98121",568.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2055.0
322,"206 Bell 206 Bell St, Seattle, WA 98121",569.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2191.0
323,"206 Bell 206 Bell St, Seattle, WA 98121",571.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1458.0
324,"206 Bell 206 Bell St, Seattle, WA 98121",572.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2265.0
325,"206 Bell 206 Bell St, Seattle, WA 98121",579.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1725.0
326,"206 Bell 206 Bell St, Seattle, WA 98121",581.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1820.0
327,"206 Bell 206 Bell St, Seattle, WA 98121",584.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2292.0
328,"206 Bell 206 Bell St, Seattle, WA 98121",587.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1824.0
329,"206 Bell 206 Bell St, Seattle, WA 98121",591.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2491.0
330,"206 Bell 206 Bell St, Seattle, WA 98121",594.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1827.0
331,"206 Bell 206 Bell St, Seattle, WA 98121",603.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1947.0
332,"206 Bell 206 Bell St, Seattle, WA 98121",604.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1708.0
333,"206 Bell 206 Bell St, Seattle, WA 98121",611.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1964.0
334,"206 Bell 206 Bell St, Seattle, WA 98121",613.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1929.0
335,"206 Bell 206 Bell St, Seattle, WA 98121",615.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2072.0
336,"206 Bell 206 Bell St, Seattle, WA 98121",616.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1788.0
337,"206 Bell 206 Bell St, Seattle, WA 98121",621.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1969.0
338,"206 Bell 206 Bell St, Seattle, WA 98121",623.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1741.0
339,"206 Bell 206 Bell St, Seattle, WA 98121",627.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1800.0
340,"206 Bell 206 Bell St, Seattle, WA 98121",636.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2077.0
341,"206 Bell 206 Bell St, Seattle, WA 98121",640.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2068.0
342,"206 Bell 206 Bell St, Seattle, WA 98121",643.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2144.0
343,"206 Bell 206 Bell St, Seattle, WA 98121",648.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2198.0
344,"206 Bell 206 Bell St, Seattle, WA 98121",650.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2165.0
345,"206 Bell 206 Bell St, Seattle, WA 98121",652.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2505.0
346,"206 Bell 206 Bell St, Seattle, WA 98121",663.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2018.0
347,"206 Bell 206 Bell St, Seattle, WA 98121",670.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,1998.0
348,"206 Bell 206 Bell St, Seattle, WA 98121",671.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2277.0
349,"206 Bell 206 Bell St, Seattle, WA 98121",696.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2099.0
350,"206 Bell 206 Bell St, Seattle, WA 98121",697.0,1,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2275.0
351,"206 Bell 206 Bell St, Seattle, WA 98121",760.0,2,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2239.0
352,"206 Bell 206 Bell St, Seattle, WA 98121",793.0,2,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2999.0
353,"206 Bell 206 Bell St, Seattle, WA 98121",832.0,2,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,3070.0
354,"206 Bell 206 Bell St, Seattle, WA 98121",840.0,2,1.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,2300.0
355,"206 Bell 206 Bell St, Seattle, WA 98121",1075.0,2,2.0,Apartment,2013.0,4,6.25,2650.0,684990.0,18,0,3669.0
356,"2100 N 106th St Unit 301, Seattle, WA 98133",735.0,2,1.0,Single Family Home,2014.0,4,4.5,2650.0,684990.0,0,2,1500.0
357,"2113 N 107th St 2113 N 107th St, Seattle, WA 98133",611.0,1,1.0,Apartment,1997.0,4,4.5,2650.0,684990.0,2,0,1395.0
358,"2114 E Yesler Way 2114 E Yesler Way, Seattle, WA 98122",550.0,0,1.0,Apartment,2014.0,6,4.17,2650.0,684990.0,1,0,1450.0
359,"2114 E Yesler Way 2114 E Yesler Way, Seattle, WA 98122",840.0,2,1.0,Apartment,2014.0,6,4.17,2650.0,684990.0,1,0,1950.0
360,"21144 31st Ave S, Seatac, WA 98198",1180.0,3,1.0,Single Family Home,2014.0,4,2.75,2095.0,400000.0,0,2,1945.0
361,"212 1/2 21st Ave E, Seattle, WA 98112",977.0,2,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,3.8,2650.0,684990.0,1,2,2800.0
362,"2133 44th Ave SW, Seattle, WA 98116",1800.0,4,1.0,Other,2014.0,5,6.6,2650.0,684990.0,1,1,3000.0
363,"2134 Western Ave, Seattle, WA 98121",376.0,0,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,1835.0
364,"2134 Western Ave, Seattle, WA 98121",532.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2705.0
365,"2134 Western Ave, Seattle, WA 98121",543.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2355.0
366,"2134 Western Ave, Seattle, WA 98121",555.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2230.0
367,"2134 Western Ave, Seattle, WA 98121",591.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2450.0
368,"2134 Western Ave, Seattle, WA 98121",624.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2340.0
369,"2134 Western Ave, Seattle, WA 98121",625.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2395.0
370,"2134 Western Ave, Seattle, WA 98121",641.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2470.0
371,"2134 Western Ave, Seattle, WA 98121",644.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2440.0
372,"2134 Western Ave, Seattle, WA 98121",656.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2947.5
373,"2134 Western Ave, Seattle, WA 98121",681.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2520.0
374,"2134 Western Ave, Seattle, WA 98121",686.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2697.5
375,"2134 Western Ave, Seattle, WA 98121",704.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2490.0
376,"2134 Western Ave, Seattle, WA 98121",733.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,3295.0
377,"2134 Western Ave, Seattle, WA 98121",748.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,3405.0
378,"2134 Western Ave, Seattle, WA 98121",755.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,3090.0
379,"2134 Western Ave, Seattle, WA 98121",777.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2590.0
380,"2134 Western Ave, Seattle, WA 98121",838.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,3710.0
381,"2134 Western Ave, Seattle, WA 98121",883.0,2,2.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,3500.0
382,"2134 Western Ave, Seattle, WA 98121",892.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,2725.0
383,"2134 Western Ave, Seattle, WA 98121",930.0,2,2.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,4245.0
384,"2134 Western Ave, Seattle, WA 98121",1023.0,2,2.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,5540.0
385,"2134 Western Ave, Seattle, WA 98121",1064.0,2,2.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,4880.0
386,"2134 Western Ave, Seattle, WA 98121",1088.0,1,1.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,4120.0
387,"2134 Western Ave, Seattle, WA 98121",1254.0,2,2.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,4475.0
388,"2134 Western Ave, Seattle, WA 98121",1297.0,2,2.0,Apartment,2018.0,4,4.75,2650.0,684990.0,68,0,5950.0
389,"21428 Pacific Hwy S, Seatac, WA 98188",437.0,0,1.0,Apartment,2011.0,4,2.75,2095.0,400000.0,10,0,1295.0
390,"21428 Pacific Hwy S, Seatac, WA 98188",529.0,1,1.0,Apartment,2011.0,4,2.75,2095.0,400000.0,10,0,1300.0
391,"21428 Pacific Hwy S, Seatac, WA 98188",583.0,1,1.0,Apartment,2011.0,4,2.75,2095.0,400000.0,10,0,1380.0
392,"21428 Pacific Hwy S, Seatac, WA 98188",623.0,1,1.0,Apartment,2011.0,4,2.75,2095.0,400000.0,10,0,1305.0
393,"21428 Pacific Hwy S, Seatac, WA 98188",860.0,2,1.0,Apartment,2011.0,4,2.75,2095.0,400000.0,10,0,1740.0
394,"215 - 221 E. Louisa St. 215 221 E Louisa St, Seattle, WA 98102",960.0,2,1.0,Apartment,2014.0,4,7.5,2650.0,684990.0,1,0,2000.0
395,"215 1st Ave W, Seattle, WA 98119",485.0,0,1.0,Apartment,2001.0,4,8.5,2650.0,684990.0,11,0,1684.0
396,"215 1st Ave W, Seattle, WA 98119",855.0,2,2.0,Apartment,2001.0,4,8.5,2650.0,684990.0,11,0,2597.0
397,"219 1st Ave N, Seattle, WA 98109",421.0,0,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,4,8.5,2650.0,684990.0,0,2,1495.0
398,"219 E Garfield St, Seattle, WA 98102",350.0,0,1.0,Apartment,2005.0,3,5.33,2650.0,684990.0,42,0,1414.0
399,"219 E Garfield St, Seattle, WA 98102",576.0,0,1.0,Apartment,2005.0,3,5.33,2650.0,684990.0,42,0,1550.0
400,"219 E Garfield St, Seattle, WA 98102",637.0,1,1.0,Apartment,2005.0,3,5.33,2650.0,684990.0,42,0,1875.0
401,"219 E Garfield St, Seattle, WA 98102",678.0,0,1.0,Apartment,2005.0,3,5.33,2650.0,684990.0,42,0,1891.0
402,"219 E Garfield St, Seattle, WA 98102",863.0,2,2.0,Apartment,2005.0,3,5.33,2650.0,684990.0,42,0,2475.0
403,"219 E Garfield St, Seattle, WA 98102",931.0,2,1.0,Apartment,2005.0,3,5.33,2650.0,684990.0,42,0,2387.0
404,"2201 SW Holden St, Seattle, WA 98106",650.0,1,1.0,Apartment,1987.0,5,3.8,2650.0,684990.0,30,0,1519.0
405,"2201 SW Holden St, Seattle, WA 98106",700.0,1,1.0,Apartment,1987.0,5,3.8,2650.0,684990.0,30,0,1540.0
406,"2201 SW Holden St, Seattle, WA 98106",850.0,2,1.0,Apartment,1987.0,5,3.8,2650.0,684990.0,30,0,1778.0
407,"2201 SW Holden St, Seattle, WA 98106",900.0,2,1.0,Apartment,1987.0,5,3.8,2650.0,684990.0,30,0,1797.0
408,"2201 SW Holden St, Seattle, WA 98106",1100.0,3,2.0,Apartment,1987.0,5,3.8,2650.0,684990.0,30,0,2614.0
409,"2202 Eighth Ave, Seattle, WA 98121",420.0,0,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,1980.0
410,"2202 Eighth Ave, Seattle, WA 98121",572.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2520.0
411,"2202 Eighth Ave, Seattle, WA 98121",574.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2620.0
412,"2202 Eighth Ave, Seattle, WA 98121",615.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2395.0
413,"2202 Eighth Ave, Seattle, WA 98121",620.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2570.0
414,"2202 Eighth Ave, Seattle, WA 98121",627.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2590.0
415,"2202 Eighth Ave, Seattle, WA 98121",634.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2465.0
416,"2202 Eighth Ave, Seattle, WA 98121",643.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2600.0
417,"2202 Eighth Ave, Seattle, WA 98121",646.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2680.0
418,"2202 Eighth Ave, Seattle, WA 98121",654.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2680.0
419,"2202 Eighth Ave, Seattle, WA 98121",702.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2540.0
420,"2202 Eighth Ave, Seattle, WA 98121",731.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2779.0
421,"2202 Eighth Ave, Seattle, WA 98121",745.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3270.0
422,"2202 Eighth Ave, Seattle, WA 98121",777.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2981.6666666666665
423,"2202 Eighth Ave, Seattle, WA 98121",821.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2865.0
424,"2202 Eighth Ave, Seattle, WA 98121",835.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2880.0
425,"2202 Eighth Ave, Seattle, WA 98121",840.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2825.0
426,"2202 Eighth Ave, Seattle, WA 98121",867.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3240.0
427,"2202 Eighth Ave, Seattle, WA 98121",877.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,2780.0
428,"2202 Eighth Ave, Seattle, WA 98121",883.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3030.0
429,"2202 Eighth Ave, Seattle, WA 98121",886.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3380.0
430,"2202 Eighth Ave, Seattle, WA 98121",902.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3280.0
431,"2202 Eighth Ave, Seattle, WA 98121",944.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3080.0
432,"2202 Eighth Ave, Seattle, WA 98121",977.0,1,1.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3330.0
433,"2202 Eighth Ave, Seattle, WA 98121",1041.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3725.5
434,"2202 Eighth Ave, Seattle, WA 98121",1046.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,3862.0
435,"2202 Eighth Ave, Seattle, WA 98121",1165.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,4190.0
436,"2202 Eighth Ave, Seattle, WA 98121",1184.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,4455.0
437,"2202 Eighth Ave, Seattle, WA 98121",1189.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,4496.0
438,"2202 Eighth Ave, Seattle, WA 98121",1321.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,4635.0
439,"2202 Eighth Ave, Seattle, WA 98121",1439.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,7340.0
440,"2202 Eighth Ave, Seattle, WA 98121",1454.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,6960.0
441,"2202 Eighth Ave, Seattle, WA 98121",1510.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,8445.0
442,"2202 Eighth Ave, Seattle, WA 98121",1523.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,8250.0
443,"2202 Eighth Ave, Seattle, WA 98121",1571.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,8405.0
444,"2202 Eighth Ave, Seattle, WA 98121",1626.0,2,2.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,9332.0
445,"2202 Eighth Ave, Seattle, WA 98121",1847.0,3,3.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,8336.0
446,"2202 Eighth Ave, Seattle, WA 98121",1992.0,3,3.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,11660.0
447,"2202 Eighth Ave, Seattle, WA 98121",2170.0,3,3.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,13160.0
448,"2202 Eighth Ave, Seattle, WA 98121",2535.0,3,3.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,14860.0
449,"2202 Eighth Ave, Seattle, WA 98121",2584.0,3,3.0,Apartment,2018.0,3,6.0,2650.0,684990.0,9,0,15160.0
450,"2203 E Union St, Seattle, WA 98122",585.0,0,1.0,Apartment,2016.0,6,4.0,2650.0,684990.0,55,0,1600.0
451,"2203 E Union St, Seattle, WA 98122",661.0,1,1.0,Apartment,2016.0,6,4.0,2650.0,684990.0,55,0,2220.0
452,"2203 E Union St, Seattle, WA 98122",683.0,1,1.0,Apartment,2016.0,6,4.0,2650.0,684990.0,55,0,2060.0
453,"2203 E Union St, Seattle, WA 98122",784.0,2,1.0,Apartment,2016.0,6,4.0,2650.0,684990.0,55,0,2375.0
454,"2203 E Union St, Seattle, WA 98122",792.0,1,1.0,Apartment,2016.0,6,4.0,2650.0,684990.0,55,0,2210.0
455,"2210 31st Ave S, Seattle, WA 98144",2240.0,2,2.0,Single Family Home,2014.0,5,5.6,2650.0,684990.0,0,0,3595.0
456,"2210 Minor Ave E 2210 Minor Ave E, Seattle, WA 98102",675.0,1,1.0,Apartment,2014.0,3,7.33,2650.0,684990.0,1,0,1650.0
457,"2210A 42nd Ave SW, Seattle, WA 98116",700.0,1,1.0,Condo/Townhome/Row Home/Co-Op,2014.0,5,6.6,2650.0,684990.0,1,0,1950.0
458,"2211 42nd Ave SW, Seattle, WA 98116",2800.0,3,2.0,Single Family Home,2014.0,5,6.6,2650.0,684990.0,0,0,3500.0
459,"2221 Eastmont Way W, Seattle, WA 98199",3217.0,4,2.0,Other,2014.0,5,8.2,2650.0,684990.0,0,0,5700.0
460,"2226 S 126th St, Seattle, WA 98168",1200.0,3,2.0,Single Family Home,2014.0,5,2.6,2650.0,684990.0,0,0,1900.0
461,"2229 42nd Ave. SW 2229 42nd Ave SW, Seattle, WA 98116",675.0,1,1.0,Apartment,1965.0,5,6.6,2650.0,684990.0,0,0,1445.0
462,"2229 42nd Ave. SW 2229 42nd Ave SW, Seattle, WA 98116",725.0,1,1.0,Apartment,1965.0,5,6.6,2650.0,684990.0,0,0,1545.0
463,"2230 N 106th St 2230 N 106th St, Seattle, WA 98133",650.0,1,1.0,Apartment,2014.0,4,4.5,2650.0,684990.0,0,0,1245.0
464,"2230 N 106th St 2230 N 106th St, Seattle, WA 98133",850.0,2,1.0,Apartment,2014.0,4,4.5,2650.0,684990.0,0,0,1495.0
465,"2231 Franklin Ave E 2231 Franklin Ave E, Seattle, WA 98102",900.0,2,1.0,Apartment,2014.0,3,7.33,2650.0,684990.0,1,0,1950.0
466,"2233 NE 46th Street 2233 NE 46th St, Seattle, WA 98105",675.0,1,1.0,Apartment,1960.0,4,7.75,2650.0,684990.0,0,0,1485.0
467,"2237 NW 59th St 2237 NW 59th St, Seattle, WA 98107",913.0,3,2.0,Apartment,2014.0,6,7.5,2650.0,684990.0,1,0,2545.0
468,"224 Harvard Ave. E. 224 Harvard Ave E, Seattle, WA 98102",475.0,1,1.0,Apartment,1964.0,3,3.33,2650.0,684990.0,1,0,1413.3333333333333
469,"2244 13th Ave W Apt 401, Seattle, WA 98119",405.0,0,1.0,Single Family Home,2014.0,5,8.4,2650.0,684990.0,0,0,975.0
470,"2268 14th Ave W Apt 202, Seattle, WA 98119",600.0,1,1.0,Apartment,2014.0,5,8.4,2650.0,684990.0,0,0,1395.0
471,"229 Andover Park E, Tukwila, WA 98188",670.0,1,1.0,Apartment,2018.0,5,3.0,2495.0,449000.0,38,0,2360.0
